"","Gender","Age","Country","State","KitKAt","Skittles","Lollipop","TicTac","GumFromBaseballCards","Income","incomeCluster","ageCluster"
"882","Female",44,"USA","COLORADO","JOY","JOY","MEH","DESPAIR","DESPAIR",50410,2,3
"883","Male",39,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,3
"884","Male",37,"USA","CALIFORNIA","JOY","MEH","MEH","JOY","DESPAIR",52651,2,3
"885","Male",39,"USA","OREGON","JOY","JOY","MEH","DESPAIR","DESPAIR",42974,1,3
"886","Male",22,"USA","GEORGIA","JOY","MEH","MEH","DESPAIR","DESPAIR",40551,1,2
"887","Male",57,"USA","COLORADO","JOY","MEH","MEH","MEH","DESPAIR",50410,2,4
"888","Male",37,"USA","CALIFORNIA","MEH","JOY","JOY","MEH","DESPAIR",52651,2,3
"889","Female",30,"USA","TEXAS","JOY","JOY","MEH","DESPAIR","DESPAIR",46745,2,2
"890","Male",45,"USA","NEW YORK","MEH","MEH","MEH","MEH","DESPAIR",57705,3,3
"891","Male",76,"USA","MISSOURI","JOY","MEH","DESPAIR","MEH","DESPAIR",42752,1,4
"892","Male",47,"USA","NEW YORK","JOY","MEH","DESPAIR","DESPAIR","DESPAIR",57705,3,3
"893","Male",6,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,1
"894","Male",37,"USA","KANSAS","JOY","MEH","DESPAIR","MEH","DESPAIR",45876,2,3
"895","Male",34,"USA","OREGON","JOY","JOY","JOY","DESPAIR","DESPAIR",42974,1,3
"896","Male",33,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,3
"897","Female",52,"USA","NEVADA","JOY","JOY","MEH","DESPAIR","DESPAIR",42185,1,4
"898","Female",51,"USA","NEW YORK","JOY","JOY","MEH","DESPAIR","DESPAIR",57705,3,4
"899","Female",34,"USA","VIRGINIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52136,2,3
"900","Male",33,"USA","SOUTH DAKOTA","MEH","MEH","DESPAIR","DESPAIR","DESPAIR",45002,2,3
"901","Female",35,"USA","NEW YORK","JOY","JOY","JOY","MEH","MEH",57705,3,3
"902","Male",16,"USA","INDIANA","JOY","JOY","JOY","MEH","MEH",40998,1,2
"903","Male",36,"USA","VIRGINIA","JOY","MEH","MEH","MEH","DESPAIR",52136,2,3
"904","Male",61,"USA","TEXAS","JOY","MEH","MEH","DESPAIR","DESPAIR",46745,2,4
"905","Male",36,"USA","ALABAMA","JOY","JOY","JOY","DESPAIR","DESPAIR",38965,1,3
"906","Male",47,"USA","FLORIDA","MEH","DESPAIR","DESPAIR","JOY","DESPAIR",44101,1,3
"907","Female",61,"USA","COLORADO","MEH","MEH","JOY","DESPAIR","DESPAIR",50410,2,4
"908","Female",62,"USA","TEXAS","JOY","JOY","MEH","DESPAIR","DESPAIR",46745,2,4
"909","Male",35,"USA","VIRGINIA","JOY","JOY","JOY","JOY","DESPAIR",52136,2,3
"910","Male",48,"USA","MASSACHUSETTS","MEH","DESPAIR","JOY","MEH","MEH",61032,3,3
"911","Female",36,"USA","OHIO","JOY","JOY","MEH","DESPAIR","DESPAIR",43478,1,3
"912","Female",21,"USA","PENNSYLVANIA","JOY","JOY","JOY","JOY","DESPAIR",49180,2,2
"913","Male",41,"USA","OREGON","JOY","JOY","MEH","DESPAIR","DESPAIR",42974,1,3
"914","Male",37,"USA","GEORGIA","JOY","MEH","MEH","DESPAIR","DESPAIR",40551,1,3
"915","Male",32,"USA","NORTH CAROLINA","JOY","JOY","MEH","MEH","DESPAIR",40656,1,3
"916","Male",61,"USA","CALIFORNIA","MEH","DESPAIR","MEH","DESPAIR","DESPAIR",52651,2,4
"917","Male",52,"USA","CALIFORNIA","MEH","MEH","DESPAIR","DESPAIR","DESPAIR",52651,2,4
"918","Female",34,"USA","TEXAS","DESPAIR","JOY","JOY","MEH","DESPAIR",46745,2,3
"919","Male",36,"USA","COLORADO","JOY","MEH","DESPAIR","DESPAIR","DESPAIR",50410,2,3
"920","Male",49,"USA","CALIFORNIA","JOY","JOY","MEH","MEH","DESPAIR",52651,2,3
"921","Male",48,"USA","NEW HAMPSHIRE","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR",54817,3,3
"922","Male",43,"USA","CALIFORNIA","JOY","MEH","DESPAIR","MEH","DESPAIR",52651,2,3
"923","Male",50,"USA","CALIFORNIA","JOY","JOY","JOY","MEH","DESPAIR",52651,2,3
"924","Male",36,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,3
"925","Female",32,"USA","MARYLAND","JOY","JOY","JOY","MEH","DESPAIR",56127,3,3
"926","Male",53,"USA","GEORGIA","MEH","JOY","DESPAIR","MEH","DESPAIR",40551,1,4
"927","Male",32,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,3
"928","Male",63,"USA","TEXAS","JOY","JOY","MEH","MEH","DESPAIR",46745,2,4
"929","Female",47,"USA","WASHINGTON","JOY","JOY","MEH","MEH","DESPAIR",51146,2,3
"930","Male",34,"USA","VIRGINIA","MEH","JOY","JOY","MEH","DESPAIR",52136,2,3
"931","Male",27,"USA","NEW JERSEY","JOY","JOY","MEH","DESPAIR","DESPAIR",59782,3,2
"932","Female",57,"USA","OHIO","JOY","MEH","MEH","MEH","DESPAIR",43478,1,4
"933","Male",47,"USA","CALIFORNIA","JOY","MEH","MEH","DESPAIR","DESPAIR",52651,2,3
"934","Male",36,"USA","MINNESOTA","JOY","MEH","MEH","JOY","DESPAIR",50541,2,3
"935","Male",44,"USA","WASHINGTON","JOY","JOY","MEH","DESPAIR","DESPAIR",51146,2,3
"936","Female",49,"USA","OREGON","MEH","JOY","DESPAIR","DESPAIR","DESPAIR",42974,1,3
"937","Female",63,"USA","PENNSYLVANIA","JOY","JOY","MEH","DESPAIR","DESPAIR",49180,2,4
"938","Female",27,"USA","MASSACHUSETTS","JOY","JOY","MEH","DESPAIR","DESPAIR",61032,3,2
"939","Male",48,"USA","FLORIDA","JOY","MEH","MEH","MEH","DESPAIR",44101,1,3
"940","Female",42,"USA","MINNESOTA","JOY","JOY","MEH","DESPAIR","DESPAIR",50541,2,3
"941","Male",36,"USA","MASSACHUSETTS","JOY","MEH","DESPAIR","DESPAIR","DESPAIR",61032,3,3
"942","Male",42,"USA","NEBRASKA","JOY","JOY","MEH","DESPAIR","DESPAIR",48006,2,3
"943","Female",44,"USA","NORTH CAROLINA","MEH","JOY","MEH","DESPAIR","DESPAIR",40656,1,3
"944","Male",58,"USA","KENTUCKY","JOY","JOY","MEH","MEH","DESPAIR",38989,1,4
"945","Female",21,"USA","CALIFORNIA","JOY","MEH","JOY","MEH","JOY",52651,2,2
"946","Male",21,"USA","TEXAS","JOY","MEH","MEH","MEH","MEH",46745,2,2
"947","Male",36,"USA","OREGON","JOY","JOY","MEH","DESPAIR","DESPAIR",42974,1,3
"948","Male",38,"USA","CALIFORNIA","MEH","MEH","DESPAIR","DESPAIR","DESPAIR",52651,2,3
"949","Female",53,"USA","WASHINGTON","JOY","DESPAIR","DESPAIR","MEH","DESPAIR",51146,2,4
"950","Male",32,"USA","CALIFORNIA","JOY","JOY","JOY","DESPAIR","DESPAIR",52651,2,3
"951","Male",41,"USA","CALIFORNIA","JOY","JOY","JOY","DESPAIR","DESPAIR",52651,2,3
"952","Female",58,"USA","MASSACHUSETTS","JOY","DESPAIR","DESPAIR","MEH","DESPAIR",61032,3,4
"953","Male",44,"USA","CONNECTICUT","MEH","MEH","MEH","MEH","DESPAIR",66972,3,3
"954","Male",30,"USA","CALIFORNIA","JOY","MEH","JOY","MEH","DESPAIR",52651,2,2
"955","Female",33,"USA","MINNESOTA","JOY","JOY","DESPAIR","DESPAIR","DESPAIR",50541,2,3
"956","Female",54,"USA","SOUTH CAROLINA","JOY","JOY","MEH","MEH","DESPAIR",38041,1,4
"957","Male",34,"USA","PENNSYLVANIA","JOY","JOY","MEH","DESPAIR","DESPAIR",49180,2,3
"958","Male",33,"USA","MASSACHUSETTS","JOY","JOY","MEH","DESPAIR","DESPAIR",61032,3,3
"959","Male",68,"USA","MINNESOTA","JOY","JOY","MEH","MEH","DESPAIR",50541,2,4
"960","Male",47,"USA","ILLINOIS","JOY","MEH","JOY","JOY","MEH",49471,2,3
"961","Male",42,"USA","NEW YORK","JOY","JOY","DESPAIR","DESPAIR","DESPAIR",57705,3,3
"962","Male",42,"USA","WISCONSIN","JOY","JOY","MEH","MEH","DESPAIR",45617,2,3
"963","Female",36,"USA","OREGON","JOY","JOY","MEH","JOY","DESPAIR",42974,1,3
"964","Female",49,"USA","NEW HAMPSHIRE","JOY","MEH","MEH","MEH","DESPAIR",54817,3,3
"965","Male",47,"USA","ILLINOIS","JOY","DESPAIR","DESPAIR","MEH","MEH",49471,2,3
"966","Male",65,"USA","NORTH CAROLINA","MEH","MEH","DESPAIR","DESPAIR","DESPAIR",40656,1,4
"967","Male",46,"USA","KENTUCKY","JOY","MEH","MEH","MEH","DESPAIR",38989,1,3
"968","Male",64,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,4
"969","Female",38,"USA","VERMONT","JOY","MEH","MEH","DESPAIR","DESPAIR",47864,2,3
"970","Male",41,"USA","VIRGINIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52136,2,3
"971","Female",24,"USA","TENNESSEE","JOY","DESPAIR","JOY","DESPAIR","DESPAIR",42069,1,2
"972","Female",46,"USA","VIRGINIA","MEH","JOY","JOY","MEH","DESPAIR",52136,2,3
"973","Male",30,"USA","ARIZONA","JOY","JOY","MEH","JOY","DESPAIR",39060,1,2
"974","Female",22,"USA","TEXAS","JOY","JOY","JOY","JOY","MEH",46745,2,2
"975","Female",30,"USA","NEBRASKA","JOY","MEH","MEH","MEH","DESPAIR",48006,2,2
"976","Male",39,"USA","WASHINGTON","JOY","MEH","MEH","MEH","DESPAIR",51146,2,3
"977","Male",34,"USA","PENNSYLVANIA","JOY","JOY","MEH","DESPAIR","DESPAIR",49180,2,3
"978","Male",44,"USA","MASSACHUSETTS","MEH","MEH","DESPAIR","DESPAIR","DESPAIR",61032,3,3
"979","Female",34,"USA","PENNSYLVANIA","JOY","JOY","MEH","JOY","DESPAIR",49180,2,3
"980","Male",44,"USA","ILLINOIS","JOY","DESPAIR","MEH","MEH","DESPAIR",49471,2,3
"981","Male",49,"USA","VIRGINIA","JOY","MEH","JOY","MEH","DESPAIR",52136,2,3
"982","Male",16,"USA","MAINE","JOY","JOY","MEH","JOY","DESPAIR",42077,1,2
"983","Female",56,"USA","PENNSYLVANIA","JOY","JOY","MEH","DESPAIR","DESPAIR",49180,2,4
"984","Male",40,"USA","NEW YORK","JOY","JOY","MEH","DESPAIR","DESPAIR",57705,3,3
"985","Male",64,"USA","PENNSYLVANIA","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR",49180,2,4
"986","Male",41,"USA","PENNSYLVANIA","JOY","JOY","JOY","DESPAIR","DESPAIR",49180,2,3
"987","Male",33,"USA","FLORIDA","JOY","JOY","MEH","DESPAIR","DESPAIR",44101,1,3
"988","Male",23,"USA","TEXAS","JOY","JOY","MEH","MEH","DESPAIR",46745,2,2
"989","Female",50,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,3
"990","Female",50,"USA","CALIFORNIA","JOY","DESPAIR","MEH","DESPAIR","DESPAIR",52651,2,3
"991","Male",51,"USA","TEXAS","JOY","MEH","DESPAIR","DESPAIR","DESPAIR",46745,2,4
"992","Male",37,"USA","VIRGINIA","JOY","JOY","MEH","JOY","DESPAIR",52136,2,3
"993","Male",52,"USA","MASSACHUSETTS","JOY","JOY","MEH","DESPAIR","DESPAIR",61032,3,4
"994","Male",33,"USA","NEW YORK","JOY","MEH","MEH","MEH","DESPAIR",57705,3,3
"995","Male",37,"USA","OREGON","MEH","MEH","MEH","MEH","DESPAIR",42974,1,3
"996","Male",43,"USA","WASHINGTON","JOY","JOY","MEH","DESPAIR","DESPAIR",51146,2,3
"997","Male",55,"USA","ILLINOIS","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR",49471,2,4
"998","Male",41,"USA","KANSAS","JOY","JOY","MEH","DESPAIR","DESPAIR",45876,2,3
"999","Female",61,"USA","OREGON","JOY","JOY","MEH","DESPAIR","DESPAIR",42974,1,4
"1000","Male",26,"USA","WISCONSIN","JOY","JOY","JOY","MEH","DESPAIR",45617,2,2
"1001","Male",23,"USA","WASHINGTON","JOY","JOY","MEH","DESPAIR","DESPAIR",51146,2,2
"1002","Male",39,"USA","CONNECTICUT","JOY","MEH","MEH","DESPAIR","DESPAIR",66972,3,3
"1003","Male",11,"USA","PENNSYLVANIA","JOY","JOY","MEH","DESPAIR","DESPAIR",49180,2,1
"1004","Female",53,"USA","WASHINGTON","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR",51146,2,4
"1005","Male",43,"USA","WEST VIRGINIA","JOY","MEH","JOY","MEH","DESPAIR",37047,1,3
"1006","Male",56,"USA","VIRGINIA","JOY","MEH","MEH","DESPAIR","DESPAIR",52136,2,4
"1007","Male",54,"USA","MICHIGAN","JOY","MEH","MEH","DESPAIR","DESPAIR",42427,1,4
"1008","Male",40,"USA","INDIANA","JOY","JOY","JOY","DESPAIR","DESPAIR",40998,1,3
"1009","Female",48,"USA","FLORIDA","JOY","JOY","MEH","MEH","DESPAIR",44101,1,3
"1010","Male",49,"USA","CALIFORNIA","JOY","MEH","MEH","MEH","MEH",52651,2,3
"1011","Female",45,"USA","NEW MEXICO","JOY","JOY","MEH","JOY","DESPAIR",38457,1,3
"1012","Female",48,"USA","OHIO","JOY","DESPAIR","DESPAIR","JOY","DESPAIR",43478,1,3
"1013","Female",45,"USA","COLORADO","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR",50410,2,3
"1014","Female",41,"USA","LOUISIANA","JOY","DESPAIR","MEH","MEH","DESPAIR",43252,1,3
"1015","Female",41,"USA","NORTH CAROLINA","JOY","MEH","MEH","JOY","MEH",40656,1,3
"1016","Male",45,"USA","MISSOURI","JOY","MEH","MEH","DESPAIR","DESPAIR",42752,1,3
"1017","Male",30,"USA","MISSOURI","JOY","JOY","MEH","DESPAIR","DESPAIR",42752,1,2
"1018","Male",60,"USA","CALIFORNIA","JOY","JOY","MEH","MEH","DESPAIR",52651,2,4
"1019","Female",40,"USA","GEORGIA","JOY","JOY","MEH","JOY","DESPAIR",40551,1,3
"1020","Female",48,"USA","SOUTH CAROLINA","JOY","JOY","MEH","MEH","DESPAIR",38041,1,3
"1021","Female",30,"USA","NEW YORK","JOY","MEH","MEH","MEH","MEH",57705,3,2
"1022","Female",15,"USA","NEW JERSEY","JOY","JOY","JOY","JOY","MEH",59782,3,2
"1023","Female",27,"USA","FLORIDA","JOY","JOY","MEH","DESPAIR","DESPAIR",44101,1,2
"1024","Male",54,"USA","WASHINGTON","JOY","JOY","MEH","DESPAIR","DESPAIR",51146,2,4
"1025","Female",32,"USA","COLORADO","JOY","JOY","MEH","DESPAIR","DESPAIR",50410,2,3
"1026","Male",36,"USA","FLORIDA","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR",44101,1,3
"1027","Female",60,"USA","OREGON","JOY","MEH","MEH","MEH","MEH",42974,1,4
"1028","Male",38,"USA","TEXAS","JOY","MEH","MEH","DESPAIR","DESPAIR",46745,2,3
"1029","Female",46,"USA","NEW YORK","JOY","JOY","MEH","DESPAIR","DESPAIR",57705,3,3
"1030","Female",26,"USA","ILLINOIS","JOY","JOY","MEH","DESPAIR","DESPAIR",49471,2,2
"1031","Female",38,"USA","HAWAII","JOY","JOY","MEH","MEH","DESPAIR",47753,2,3
"1032","Female",20,"USA","NEVADA","JOY","JOY","MEH","DESPAIR","DESPAIR",42185,1,2
"1033","Male",26,"USA","CONNECTICUT","JOY","JOY","DESPAIR","MEH","DESPAIR",66972,3,2
"1034","Male",38,"USA","NEVADA","JOY","JOY","JOY","MEH","MEH",42185,1,3
"1035","Male",37,"USA","NEW YORK","JOY","JOY","MEH","DESPAIR","DESPAIR",57705,3,3
"1036","Male",52,"USA","NEW YORK","JOY","JOY","JOY","JOY","DESPAIR",57705,3,4
"1037","Male",53,"USA","CALIFORNIA","MEH","MEH","MEH","DESPAIR","DESPAIR",52651,2,4
"1038","Male",45,"USA","CONNECTICUT","JOY","MEH","MEH","DESPAIR","DESPAIR",66972,3,3
"1039","Male",38,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,3
"1040","Male",32,"USA","ARIZONA","JOY","JOY","MEH","DESPAIR","DESPAIR",39060,1,3
"1041","Male",37,"USA","OREGON","JOY","MEH","MEH","DESPAIR","DESPAIR",42974,1,3
"1042","Male",48,"USA","CALIFORNIA","JOY","DESPAIR","MEH","DESPAIR","DESPAIR",52651,2,3
"1043","Male",44,"USA","NEW JERSEY","JOY","JOY","MEH","MEH","DESPAIR",59782,3,3
"1044","Male",58,"USA","MARYLAND","MEH","MEH","MEH","DESPAIR","DESPAIR",56127,3,4
"1045","Male",42,"USA","NEW MEXICO","JOY","JOY","DESPAIR","MEH","DESPAIR",38457,1,3
"1046","Male",37,"USA","OHIO","JOY","JOY","MEH","MEH","DESPAIR",43478,1,3
"1047","Female",28,"USA","NEW YORK","JOY","JOY","MEH","MEH","DESPAIR",57705,3,2
"1048","Male",32,"USA","GEORGIA","JOY","JOY","MEH","DESPAIR","DESPAIR",40551,1,3
"1049","Male",45,"USA","TENNESSEE","JOY","JOY","MEH","DESPAIR","DESPAIR",42069,1,3
"1050","Male",34,"USA","UTAH","JOY","JOY","MEH","JOY","DESPAIR",39045,1,3
"1051","Male",36,"USA","COLORADO","JOY","JOY","MEH","DESPAIR","DESPAIR",50410,2,3
"1052","Male",46,"USA","NEW YORK","JOY","JOY","MEH","DESPAIR","DESPAIR",57705,3,3
"1053","Male",28,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,2
"1054","Male",41,"USA","ARIZONA","JOY","JOY","DESPAIR","DESPAIR","DESPAIR",39060,1,3
"1055","Female",28,"USA","VIRGINIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52136,2,2
"1056","Male",49,"USA","WASHINGTON","JOY","JOY","MEH","DESPAIR","DESPAIR",51146,2,3
"1057","Male",34,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,3
"1058","Male",49,"USA","CALIFORNIA","JOY","MEH","MEH","MEH","DESPAIR",52651,2,3
"1059","Male",41,"USA","CALIFORNIA","JOY","DESPAIR","MEH","DESPAIR","DESPAIR",52651,2,3
"1060","Male",67,"USA","ILLINOIS","JOY","MEH","JOY","JOY","JOY",49471,2,4
"1061","Male",52,"USA","MINNESOTA","JOY","MEH","DESPAIR","DESPAIR","DESPAIR",50541,2,4
"1062","Male",42,"USA","WASHINGTON","JOY","JOY","JOY","DESPAIR","DESPAIR",51146,2,3
"1063","Male",51,"USA","WEST VIRGINIA","JOY","JOY","MEH","MEH","MEH",37047,1,4
"1064","Male",15,"USA","WASHINGTON","JOY","MEH","MEH","MEH","DESPAIR",51146,2,2
"1065","Male",31,"USA","TEXAS","JOY","JOY","MEH","DESPAIR","DESPAIR",46745,2,3
"1066","Male",55,"USA","LOUISIANA","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR",43252,1,4
"1067","Male",41,"USA","FLORIDA","JOY","JOY","MEH","DESPAIR","DESPAIR",44101,1,3
"1068","Male",47,"USA","NORTH CAROLINA","JOY","JOY","MEH","DESPAIR","DESPAIR",40656,1,3
"1069","Male",42,"USA","NEW MEXICO","JOY","MEH","DESPAIR","DESPAIR","DESPAIR",38457,1,3
"1070","Male",40,"USA","TEXAS","JOY","JOY","MEH","DESPAIR","DESPAIR",46745,2,3
"1071","Female",34,"USA","CALIFORNIA","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR",52651,2,3
"1072","Male",47,"USA","VIRGINIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52136,2,3
"1073","Male",43,"USA","ILLINOIS","JOY","JOY","MEH","DESPAIR","DESPAIR",49471,2,3
"1074","Female",40,"USA","WASHINGTON","JOY","MEH","DESPAIR","DESPAIR","DESPAIR",51146,2,3
"1075","Male",28,"USA","FLORIDA","JOY","DESPAIR","DESPAIR","DESPAIR","MEH",44101,1,2
"1076","Male",30,"USA","KENTUCKY","JOY","JOY","MEH","DESPAIR","DESPAIR",38989,1,2
"1077","Male",45,"USA","ILLINOIS","JOY","JOY","MEH","DESPAIR","DESPAIR",49471,2,3
"1078","Female",39,"USA","ILLINOIS","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR",49471,2,3
"1079","Male",37,"USA","KANSAS","JOY","MEH","MEH","MEH","DESPAIR",45876,2,3
"1080","Male",33,"USA","CALIFORNIA","MEH","MEH","DESPAIR","DESPAIR","DESPAIR",52651,2,3
"1081","Male",42,"USA","NEW JERSEY","JOY","MEH","MEH","DESPAIR","DESPAIR",59782,3,3
"1082","Male",46,"USA","FLORIDA","JOY","JOY","JOY","JOY","DESPAIR",44101,1,3
"1083","Female",37,"USA","MASSACHUSETTS","JOY","JOY","DESPAIR","MEH","DESPAIR",61032,3,3
"1084","Male",55,"USA","VIRGINIA","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR",52136,2,4
"1085","Female",30,"USA","OREGON","JOY","JOY","MEH","DESPAIR","DESPAIR",42974,1,2
"1086","Male",36,"USA","NEW YORK","MEH","DESPAIR","DESPAIR","MEH","DESPAIR",57705,3,3
"1087","Male",58,"USA","WYOMING","JOY","MEH","JOY","MEH","DESPAIR",55303,3,4
"1088","Female",52,"USA","NEW MEXICO","MEH","JOY","DESPAIR","JOY","DESPAIR",38457,1,4
"1089","Female",54,"USA","OHIO","JOY","JOY","MEH","DESPAIR","DESPAIR",43478,1,4
"1090","Male",46,"USA","CALIFORNIA","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR",52651,2,3
"1091","Female",40,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,3
"1092","Male",53,"USA","ARIZONA","JOY","JOY","MEH","DESPAIR","DESPAIR",39060,1,4
"1093","Male",34,"USA","ILLINOIS","JOY","MEH","MEH","MEH","DESPAIR",49471,2,3
"1094","Male",21,"USA","FLORIDA","JOY","JOY","MEH","DESPAIR","DESPAIR",44101,1,2
"1095","Male",47,"USA","IOWA","JOY","MEH","MEH","DESPAIR","DESPAIR",44971,2,3
"1096","Male",20,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,2
"1097","Female",28,"USA","GEORGIA","JOY","JOY","JOY","MEH","MEH",40551,1,2
"1098","Male",27,"USA","GEORGIA","JOY","JOY","MEH","DESPAIR","DESPAIR",40551,1,2
"1099","Male",39,"USA","TEXAS","JOY","JOY","MEH","DESPAIR","DESPAIR",46745,2,3
"1100","Male",53,"USA","ILLINOIS","MEH","MEH","MEH","MEH","DESPAIR",49471,2,4
"1101","Male",41,"USA","IOWA","JOY","JOY","MEH","DESPAIR","DESPAIR",44971,2,3
"1102","Male",66,"USA","NEW JERSEY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR",59782,3,4
"1103","Female",33,"USA","NEW YORK","JOY","JOY","MEH","DESPAIR","DESPAIR",57705,3,3
"1104","Male",37,"USA","UTAH","JOY","MEH","DESPAIR","MEH","DESPAIR",39045,1,3
"1105","Male",33,"USA","COLORADO","JOY","MEH","DESPAIR","MEH","DESPAIR",50410,2,3
"1106","Female",38,"USA","TEXAS","JOY","JOY","JOY","DESPAIR","DESPAIR",46745,2,3
"1107","Male",64,"USA","KANSAS","JOY","MEH","MEH","MEH","MEH",45876,2,4
"1108","Male",56,"USA","OHIO","JOY","DESPAIR","DESPAIR","MEH","JOY",43478,1,4
"1109","Male",32,"USA","WASHINGTON","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR",51146,2,3
"1110","Female",32,"USA","NEW YORK","JOY","DESPAIR","MEH","MEH","DESPAIR",57705,3,3
"1111","Female",62,"USA","CALIFORNIA","JOY","DESPAIR","JOY","DESPAIR","MEH",52651,2,4
"1112","Male",42,"USA","OREGON","JOY","DESPAIR","MEH","MEH","DESPAIR",42974,1,3
"1113","Female",25,"USA","OREGON","JOY","MEH","MEH","MEH","DESPAIR",42974,1,2
"1114","Female",34,"USA","OREGON","JOY","JOY","MEH","DESPAIR","DESPAIR",42974,1,3
"1115","Male",48,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,3
"1116","Male",42,"USA","MARYLAND","JOY","JOY","JOY","DESPAIR","DESPAIR",56127,3,3
"1117","Male",26,"USA","UTAH","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR",39045,1,2
"1118","Male",50,"USA","MINNESOTA","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR",50541,2,3
"1119","Male",34,"USA","OREGON","MEH","JOY","JOY","DESPAIR","DESPAIR",42974,1,3
"1120","Female",31,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,3
"1121","Male",52,"USA","ILLINOIS","JOY","MEH","MEH","MEH","DESPAIR",49471,2,4
"1122","Male",45,"USA","VERMONT","JOY","JOY","MEH","DESPAIR","DESPAIR",47864,2,3
"1123","Male",42,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,3
"1124","Male",29,"USA","WASHINGTON","JOY","JOY","DESPAIR","MEH","DESPAIR",51146,2,2
"1125","Male",16,"USA","WEST VIRGINIA","JOY","JOY","MEH","DESPAIR","DESPAIR",37047,1,2
"1126","Male",40,"USA","OREGON","JOY","JOY","MEH","DESPAIR","DESPAIR",42974,1,3
"1127","Male",68,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,4
"1128","Male",50,"USA","OREGON","JOY","MEH","JOY","MEH","DESPAIR",42974,1,3
"1129","Male",36,"USA","NEW JERSEY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR",59782,3,3
"1130","Male",42,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,3
"1131","Male",43,"USA","CALIFORNIA","JOY","JOY","MEH","MEH","DESPAIR",52651,2,3
"1132","Male",33,"USA","ILLINOIS","JOY","JOY","MEH","DESPAIR","DESPAIR",49471,2,3
"1133","Male",34,"USA","WASHINGTON","JOY","JOY","MEH","DESPAIR","MEH",51146,2,3
"1134","Female",41,"USA","CALIFORNIA","JOY","MEH","DESPAIR","DESPAIR","DESPAIR",52651,2,3
"1135","Male",46,"USA","MINNESOTA","JOY","JOY","MEH","DESPAIR","DESPAIR",50541,2,3
"1136","Male",50,"USA","UTAH","MEH","MEH","DESPAIR","MEH","DESPAIR",39045,1,3
"1137","Female",30,"USA","WASHINGTON","JOY","JOY","DESPAIR","DESPAIR","DESPAIR",51146,2,2
"1138","Female",18,"USA","HAWAII","JOY","DESPAIR","MEH","DESPAIR","DESPAIR",47753,2,2
"1139","Male",41,"USA","CALIFORNIA","MEH","MEH","MEH","DESPAIR","DESPAIR",52651,2,3
"1140","Male",45,"USA","GEORGIA","JOY","JOY","MEH","MEH","DESPAIR",40551,1,3
"1141","Male",43,"USA","FLORIDA","JOY","DESPAIR","DESPAIR","MEH","DESPAIR",44101,1,3
"1142","Male",42,"USA","PENNSYLVANIA","JOY","JOY","MEH","MEH","DESPAIR",49180,2,3
"1143","Male",32,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,3
"1144","Male",43,"USA","NEW JERSEY","JOY","JOY","JOY","MEH","DESPAIR",59782,3,3
