"","Gender","Age","Country","State","KitKAt","Skittles","Lollipop","TicTac","GumFromBaseballCards","Income","incomeCluster","ageCluster"
"349","Male",39,"USA","MASSACHUSETTS","JOY","JOY","MEH","MEH","MEH",61032,3,3
"350","Male",33,"USA","COLORADO","JOY","DESPAIR","JOY","JOY","DESPAIR",50410,2,3
"351","Female",33,"USA","NEW YORK","DESPAIR","MEH","JOY","DESPAIR","DESPAIR",57705,3,3
"352","Female",44,"USA","CALIFORNIA","JOY","JOY","MEH","MEH","DESPAIR",52651,2,3
"353","Male",42,"USA","VIRGINIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52136,2,3
"354","Male",50,"USA","MASSACHUSETTS","JOY","MEH","JOY","MEH","MEH",61032,3,3
"355","Male",46,"USA","RHODE ISLAND","MEH","MEH","MEH","MEH","DESPAIR",50080,2,3
"356","Male",48,"USA","NEW YORK","JOY","MEH","DESPAIR","DESPAIR","DESPAIR",57705,3,3
"357","Male",53,"USA","WASHINGTON","JOY","MEH","MEH","DESPAIR","DESPAIR",51146,2,4
"358","Male",44,"USA","VIRGINIA","JOY","JOY","DESPAIR","JOY","DESPAIR",52136,2,3
"359","Female",36,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,3
"360","Male",45,"USA","RHODE ISLAND","JOY","MEH","MEH","MEH","DESPAIR",50080,2,3
"361","Male",43,"USA","FLORIDA","MEH","JOY","DESPAIR","MEH","DESPAIR",44101,1,3
"362","Female",29,"USA","UTAH","JOY","MEH","JOY","DESPAIR","DESPAIR",39045,1,2
"363","Male",63,"USA","WISCONSIN","JOY","MEH","DESPAIR","DESPAIR","DESPAIR",45617,2,4
"364","Female",32,"USA","TEXAS","JOY","JOY","MEH","DESPAIR","DESPAIR",46745,2,3
"365","Male",44,"USA","MINNESOTA","JOY","MEH","MEH","MEH","DESPAIR",50541,2,3
"366","Female",66,"USA","TEXAS","JOY","DESPAIR","MEH","DESPAIR","DESPAIR",46745,2,4
"367","Male",39,"USA","VIRGINIA","JOY","MEH","DESPAIR","DESPAIR","DESPAIR",52136,2,3
"368","Male",36,"USA","WASHINGTON","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR",51146,2,3
"369","Female",52,"USA","VIRGINIA","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR",52136,2,4
"370","Female",41,"USA","PENNSYLVANIA","JOY","JOY","MEH","DESPAIR","DESPAIR",49180,2,3
"371","Male",26,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,2
"372","Female",66,"USA","INDIANA","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR",40998,1,4
"373","Male",63,"USA","RHODE ISLAND","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR",50080,2,4
"374","Male",32,"USA","ILLINOIS","JOY","JOY","MEH","MEH","DESPAIR",49471,2,3
"375","Male",51,"USA","PENNSYLVANIA","JOY","JOY","JOY","MEH","MEH",49180,2,4
"376","Female",56,"USA","ILLINOIS","JOY","JOY","MEH","DESPAIR","DESPAIR",49471,2,4
"377","Female",38,"USA","ILLINOIS","JOY","JOY","MEH","DESPAIR","DESPAIR",49471,2,3
"378","Male",44,"USA","NEW MEXICO","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR",38457,1,3
"379","Male",45,"USA","CALIFORNIA","JOY","JOY","MEH","MEH","DESPAIR",52651,2,3
"380","Male",39,"USA","UTAH","JOY","JOY","MEH","DESPAIR","DESPAIR",39045,1,3
"381","Male",66,"USA","NEW YORK","JOY","JOY","DESPAIR","DESPAIR","DESPAIR",57705,3,4
"382","Female",31,"USA","GEORGIA","JOY","MEH","DESPAIR","DESPAIR","MEH",40551,1,3
"383","Female",27,"USA","CONNECTICUT","JOY","JOY","JOY","JOY","DESPAIR",66972,3,2
"384","Male",60,"USA","CALIFORNIA","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR",52651,2,4
"385","Female",34,"USA","MAINE","JOY","JOY","MEH","DESPAIR","DESPAIR",42077,1,3
"386","Female",52,"USA","SOUTH CAROLINA","JOY","JOY","MEH","DESPAIR","DESPAIR",38041,1,4
"387","Female",62,"USA","NEW YORK","JOY","JOY","MEH","DESPAIR","DESPAIR",57705,3,4
"388","Male",55,"USA","FLORIDA","JOY","JOY","MEH","MEH","DESPAIR",44101,1,4
"389","Female",35,"USA","MONTANA","DESPAIR","JOY","MEH","JOY","DESPAIR",41280,1,3
"390","Female",50,"USA","WASHINGTON","JOY","JOY","MEH","MEH","DESPAIR",51146,2,3
"391","Male",42,"USA","CALIFORNIA","JOY","MEH","MEH","DESPAIR","DESPAIR",52651,2,3
"392","Female",57,"USA","TEXAS","JOY","MEH","MEH","MEH","MEH",46745,2,4
"393","Male",47,"USA","FLORIDA","JOY","MEH","MEH","MEH","MEH",44101,1,3
"394","Female",71,"USA","OHIO","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR",43478,1,4
"395","Male",44,"USA","CONNECTICUT","JOY","JOY","MEH","MEH","DESPAIR",66972,3,3
"396","Male",43,"USA","GEORGIA","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR",40551,1,3
"397","Female",57,"USA","CALIFORNIA","JOY","JOY","DESPAIR","DESPAIR","MEH",52651,2,4
"398","Male",35,"USA","OHIO","JOY","MEH","DESPAIR","DESPAIR","DESPAIR",43478,1,3
"399","Male",30,"USA","VIRGINIA","JOY","JOY","DESPAIR","DESPAIR","DESPAIR",52136,2,2
"400","Male",28,"USA","MARYLAND","JOY","JOY","MEH","DESPAIR","DESPAIR",56127,3,2
"401","Female",41,"USA","OREGON","MEH","JOY","MEH","DESPAIR","DESPAIR",42974,1,3
"402","Male",49,"USA","MAINE","JOY","JOY","JOY","MEH","JOY",42077,1,3
"403","Male",41,"USA","MASSACHUSETTS","JOY","JOY","MEH","DESPAIR","DESPAIR",61032,3,3
"404","Male",48,"USA","OREGON","MEH","DESPAIR","MEH","MEH","MEH",42974,1,3
"405","Male",39,"USA","VIRGINIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52136,2,3
"406","Male",40,"USA","LOUISIANA","JOY","JOY","JOY","MEH","DESPAIR",43252,1,3
"407","Male",37,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,3
"408","Female",27,"USA","GEORGIA","MEH","MEH","JOY","JOY","JOY",40551,1,2
"409","Female",37,"USA","OHIO","JOY","DESPAIR","MEH","DESPAIR","DESPAIR",43478,1,3
"410","Male",42,"USA","PENNSYLVANIA","JOY","JOY","MEH","DESPAIR","DESPAIR",49180,2,3
"411","Male",50,"USA","GEORGIA","MEH","MEH","MEH","MEH","DESPAIR",40551,1,3
"412","Female",55,"USA","CALIFORNIA","JOY","DESPAIR","MEH","MEH","DESPAIR",52651,2,4
"413","Female",35,"USA","NEW YORK","JOY","JOY","MEH","MEH","DESPAIR",57705,3,3
"414","Male",50,"USA","WASHINGTON","JOY","MEH","MEH","DESPAIR","DESPAIR",51146,2,3
"415","Male",53,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,4
"416","Female",50,"USA","OHIO","MEH","MEH","MEH","MEH","DESPAIR",43478,1,3
"417","Male",42,"USA","TEXAS","JOY","MEH","MEH","DESPAIR","DESPAIR",46745,2,3
"418","Male",58,"USA","INDIANA","JOY","MEH","MEH","MEH","MEH",40998,1,4
"419","Male",33,"USA","WISCONSIN","MEH","JOY","DESPAIR","DESPAIR","DESPAIR",45617,2,3
"420","Male",37,"USA","OREGON","JOY","JOY","MEH","DESPAIR","DESPAIR",42974,1,3
"421","Male",31,"USA","COLORADO","MEH","JOY","DESPAIR","MEH","DESPAIR",50410,2,3
"422","Male",43,"USA","CALIFORNIA","JOY","JOY","JOY","MEH","DESPAIR",52651,2,3
"423","Male",50,"USA","FLORIDA","JOY","DESPAIR","DESPAIR","MEH","DESPAIR",44101,1,3
"424","Male",52,"USA","CALIFORNIA","JOY","MEH","DESPAIR","MEH","DESPAIR",52651,2,4
"425","Male",62,"USA","RHODE ISLAND","JOY","JOY","MEH","DESPAIR","DESPAIR",50080,2,4
"426","Male",39,"USA","CALIFORNIA","JOY","DESPAIR","MEH","DESPAIR","DESPAIR",52651,2,3
"427","Female",52,"USA","HAWAII","JOY","JOY","MEH","MEH","DESPAIR",47753,2,4
"428","Male",28,"USA","NEW YORK","JOY","JOY","MEH","DESPAIR","DESPAIR",57705,3,2
"429","Male",51,"USA","MINNESOTA","JOY","JOY","MEH","MEH","MEH",50541,2,4
"430","Male",57,"USA","MINNESOTA","JOY","JOY","MEH","DESPAIR","DESPAIR",50541,2,4
"431","Male",33,"USA","WASHINGTON","JOY","JOY","MEH","DESPAIR","DESPAIR",51146,2,3
"432","Male",61,"USA","CALIFORNIA","JOY","JOY","JOY","JOY","DESPAIR",52651,2,4
"433","Female",30,"USA","MAINE","JOY","DESPAIR","MEH","MEH","MEH",42077,1,2
"434","Male",31,"USA","MICHIGAN","JOY","JOY","MEH","DESPAIR","DESPAIR",42427,1,3
"435","Female",27,"USA","COLORADO","JOY","JOY","MEH","DESPAIR","DESPAIR",50410,2,2
"436","Male",54,"USA","OREGON","JOY","MEH","MEH","MEH","DESPAIR",42974,1,4
"437","Male",46,"USA","INDIANA","JOY","DESPAIR","JOY","DESPAIR","JOY",40998,1,3
"438","Female",34,"USA","NEBRASKA","JOY","JOY","MEH","DESPAIR","DESPAIR",48006,2,3
"439","Male",39,"USA","CALIFORNIA","JOY","MEH","MEH","DESPAIR","DESPAIR",52651,2,3
"440","Female",45,"USA","CALIFORNIA","JOY","MEH","DESPAIR","DESPAIR","JOY",52651,2,3
"441","Male",39,"USA","OHIO","JOY","JOY","MEH","MEH","DESPAIR",43478,1,3
"442","Male",50,"USA","GEORGIA","JOY","MEH","MEH","DESPAIR","DESPAIR",40551,1,3
"443","Female",57,"USA","VIRGINIA","JOY","MEH","JOY","DESPAIR","DESPAIR",52136,2,4
"444","Male",37,"USA","IOWA","MEH","DESPAIR","MEH","DESPAIR","DESPAIR",44971,2,3
"445","Male",55,"USA","NEW JERSEY","JOY","MEH","MEH","JOY","MEH",59782,3,4
"446","Male",25,"USA","MISSOURI","JOY","JOY","MEH","MEH","MEH",42752,1,2
"447","Male",28,"USA","MISSOURI","JOY","JOY","MEH","DESPAIR","MEH",42752,1,2
"448","Male",44,"USA","CALIFORNIA","JOY","DESPAIR","MEH","DESPAIR","DESPAIR",52651,2,3
"449","Female",41,"USA","ILLINOIS","JOY","MEH","MEH","DESPAIR","DESPAIR",49471,2,3
"450","Female",52,"USA","VIRGINIA","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR",52136,2,4
"451","Male",53,"USA","INDIANA","JOY","MEH","DESPAIR","DESPAIR","DESPAIR",40998,1,4
"452","Male",40,"USA","OREGON","JOY","JOY","MEH","DESPAIR","DESPAIR",42974,1,3
"453","Female",40,"USA","CALIFORNIA","JOY","MEH","JOY","JOY","DESPAIR",52651,2,3
"454","Male",41,"USA","ILLINOIS","JOY","MEH","JOY","MEH","DESPAIR",49471,2,3
"455","Male",60,"USA","NEW HAMPSHIRE","JOY","MEH","MEH","DESPAIR","DESPAIR",54817,3,4
"456","Male",52,"USA","ARIZONA","JOY","JOY","DESPAIR","JOY","DESPAIR",39060,1,4
"457","Male",50,"USA","MASSACHUSETTS","JOY","MEH","MEH","DESPAIR","DESPAIR",61032,3,3
"458","Male",32,"USA","COLORADO","JOY","MEH","MEH","MEH","MEH",50410,2,3
"459","Female",60,"USA","MASSACHUSETTS","JOY","MEH","MEH","DESPAIR","DESPAIR",61032,3,4
"460","Male",50,"USA","NEW YORK","JOY","JOY","DESPAIR","MEH","DESPAIR",57705,3,3
"461","Male",53,"USA","KANSAS","JOY","JOY","DESPAIR","DESPAIR","DESPAIR",45876,2,4
"462","Male",35,"USA","WASHINGTON","JOY","MEH","DESPAIR","JOY","DESPAIR",51146,2,3
"463","Male",44,"USA","MICHIGAN","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR",42427,1,3
"464","Female",32,"USA","WISCONSIN","JOY","JOY","MEH","MEH","DESPAIR",45617,2,3
"465","Male",45,"USA","OHIO","JOY","JOY","MEH","DESPAIR","DESPAIR",43478,1,3
"466","Male",46,"USA","OKLAHOMA","JOY","JOY","MEH","DESPAIR","MEH",44272,1,3
"467","Male",50,"USA","OREGON","JOY","MEH","MEH","MEH","JOY",42974,1,3
"468","Female",18,"USA","MISSOURI","JOY","JOY","JOY","MEH","DESPAIR",42752,1,2
"469","Female",29,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,2
"470","Female",53,"USA","TEXAS","JOY","JOY","MEH","DESPAIR","DESPAIR",46745,2,4
"471","Female",51,"USA","WASHINGTON","JOY","JOY","MEH","DESPAIR","DESPAIR",51146,2,4
"472","Male",46,"USA","NEW YORK","MEH","JOY","JOY","JOY","MEH",57705,3,3
"473","Male",47,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,3
"474","Male",30,"USA","OREGON","JOY","JOY","DESPAIR","MEH","DESPAIR",42974,1,2
"475","Male",43,"USA","MARYLAND","JOY","JOY","JOY","MEH","DESPAIR",56127,3,3
"476","Female",38,"USA","WASHINGTON","JOY","JOY","MEH","MEH","DESPAIR",51146,2,3
"477","Female",53,"USA","ARIZONA","DESPAIR","MEH","MEH","DESPAIR","DESPAIR",39060,1,4
"478","Female",56,"USA","WASHINGTON","JOY","DESPAIR","JOY","DESPAIR","DESPAIR",51146,2,4
"479","Male",52,"USA","OREGON","JOY","JOY","MEH","DESPAIR","MEH",42974,1,4
"480","Male",56,"USA","NEW JERSEY","JOY","JOY","MEH","DESPAIR","DESPAIR",59782,3,4
"481","Female",35,"USA","MONTANA","JOY","DESPAIR","MEH","DESPAIR","DESPAIR",41280,1,3
"482","Female",44,"USA","OKLAHOMA","MEH","JOY","MEH","MEH","DESPAIR",44272,1,3
"483","Female",28,"USA","VIRGINIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52136,2,2
"484","Female",61,"USA","ILLINOIS","JOY","JOY","JOY","JOY","DESPAIR",49471,2,4
"485","Female",65,"USA","ALASKA","JOY","JOY","MEH","DESPAIR","DESPAIR",55940,3,4
"486","Male",31,"USA","MASSACHUSETTS","JOY","JOY","MEH","DESPAIR","DESPAIR",61032,3,3
"487","Male",31,"USA","CONNECTICUT","JOY","JOY","MEH","DESPAIR","DESPAIR",66972,3,3
"488","Male",32,"USA","ARIZONA","JOY","JOY","MEH","JOY","DESPAIR",39060,1,3
"489","Male",38,"USA","TEXAS","DESPAIR","JOY","DESPAIR","MEH","DESPAIR",46745,2,3
"490","Male",58,"USA","TEXAS","MEH","JOY","JOY","JOY","DESPAIR",46745,2,4
"491","Female",28,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,2
"492","Male",43,"USA","CALIFORNIA","JOY","JOY","DESPAIR","MEH","DESPAIR",52651,2,3
"493","Female",32,"USA","ILLINOIS","JOY","MEH","MEH","MEH","DESPAIR",49471,2,3
"494","Female",63,"USA","SOUTH CAROLINA","MEH","MEH","DESPAIR","DESPAIR","DESPAIR",38041,1,4
"495","Female",38,"USA","TEXAS","JOY","MEH","MEH","DESPAIR","DESPAIR",46745,2,3
"496","Male",32,"USA","OHIO","JOY","JOY","MEH","MEH","DESPAIR",43478,1,3
"497","Male",59,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,4
"498","Male",30,"USA","NEW YORK","MEH","JOY","DESPAIR","JOY","DESPAIR",57705,3,2
"499","Male",32,"USA","MARYLAND","JOY","JOY","MEH","DESPAIR","DESPAIR",56127,3,3
"500","Male",34,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,3
"501","Female",37,"USA","CONNECTICUT","JOY","MEH","MEH","DESPAIR","MEH",66972,3,3
"502","Male",43,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,3
"503","Female",53,"USA","KENTUCKY","JOY","JOY","DESPAIR","JOY","DESPAIR",38989,1,4
"504","Female",41,"USA","MICHIGAN","JOY","MEH","DESPAIR","DESPAIR","DESPAIR",42427,1,3
"505","Male",45,"USA","CALIFORNIA","JOY","MEH","MEH","DESPAIR","DESPAIR",52651,2,3
"506","Female",53,"USA","OHIO","JOY","MEH","MEH","DESPAIR","DESPAIR",43478,1,4
"507","Male",63,"USA","ILLINOIS","JOY","MEH","DESPAIR","DESPAIR","DESPAIR",49471,2,4
"508","Female",49,"USA","INDIANA","JOY","JOY","MEH","DESPAIR","DESPAIR",40998,1,3
"509","Male",42,"USA","PENNSYLVANIA","JOY","JOY","MEH","DESPAIR","DESPAIR",49180,2,3
"510","Male",26,"USA","MASSACHUSETTS","JOY","JOY","MEH","DESPAIR","DESPAIR",61032,3,2
"511","Male",34,"USA","MISSOURI","JOY","JOY","MEH","DESPAIR","DESPAIR",42752,1,3
"512","Male",54,"USA","WASHINGTON","JOY","MEH","MEH","JOY","DESPAIR",51146,2,4
"513","Male",46,"USA","NEW YORK","JOY","JOY","MEH","DESPAIR","DESPAIR",57705,3,3
"514","Female",45,"USA","NEW HAMPSHIRE","JOY","JOY","JOY","JOY","DESPAIR",54817,3,3
"515","Male",59,"USA","OREGON","JOY","JOY","MEH","DESPAIR","DESPAIR",42974,1,4
"516","Male",12,"USA","NEW HAMPSHIRE","JOY","JOY","JOY","JOY","JOY",54817,3,1
"517","Male",44,"USA","MARYLAND","JOY","JOY","MEH","DESPAIR","DESPAIR",56127,3,3
"518","Male",52,"USA","ARIZONA","JOY","MEH","DESPAIR","MEH","DESPAIR",39060,1,4
"519","Female",53,"USA","OKLAHOMA","JOY","JOY","MEH","DESPAIR","DESPAIR",44272,1,4
"520","Female",43,"USA","OREGON","JOY","JOY","MEH","MEH","DESPAIR",42974,1,3
"521","Female",65,"USA","CALIFORNIA","JOY","JOY","MEH","JOY","MEH",52651,2,4
"522","Male",64,"USA","RHODE ISLAND","JOY","MEH","MEH","DESPAIR","DESPAIR",50080,2,4
"523","Female",30,"USA","NORTH CAROLINA","MEH","MEH","MEH","DESPAIR","DESPAIR",40656,1,2
"524","Male",44,"USA","OREGON","MEH","JOY","DESPAIR","DESPAIR","DESPAIR",42974,1,3
"525","Female",37,"USA","MASSACHUSETTS","JOY","JOY","MEH","DESPAIR","DESPAIR",61032,3,3
"526","Male",44,"USA","WISCONSIN","JOY","JOY","JOY","JOY","JOY",45617,2,3
"527","Female",38,"USA","MINNESOTA","MEH","MEH","MEH","MEH","DESPAIR",50541,2,3
"528","Male",42,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,3
"529","Male",47,"USA","MICHIGAN","JOY","JOY","MEH","DESPAIR","DESPAIR",42427,1,3
"530","Male",52,"USA","ARIZONA","JOY","JOY","JOY","MEH","DESPAIR",39060,1,4
"531","Male",55,"USA","ILLINOIS","MEH","JOY","MEH","DESPAIR","DESPAIR",49471,2,4
"532","Female",35,"USA","CALIFORNIA","MEH","JOY","DESPAIR","DESPAIR","DESPAIR",52651,2,3
"533","Male",36,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","MEH",52651,2,3
"534","Female",53,"USA","WEST VIRGINIA","MEH","JOY","MEH","DESPAIR","DESPAIR",37047,1,4
"535","Male",57,"USA","PENNSYLVANIA","JOY","DESPAIR","DESPAIR","MEH","DESPAIR",49180,2,4
"536","Female",17,"USA","TENNESSEE","JOY","JOY","MEH","DESPAIR","DESPAIR",42069,1,2
"537","Male",31,"USA","PENNSYLVANIA","JOY","DESPAIR","MEH","DESPAIR","DESPAIR",49180,2,3
"538","Female",43,"USA","COLORADO","JOY","JOY","MEH","DESPAIR","DESPAIR",50410,2,3
"539","Male",54,"USA","GEORGIA","JOY","MEH","MEH","MEH","DESPAIR",40551,1,4
"540","Male",45,"USA","MICHIGAN","JOY","JOY","MEH","MEH","DESPAIR",42427,1,3
"541","Male",15,"USA","ILLINOIS","JOY","JOY","MEH","MEH","MEH",49471,2,2
"542","Male",60,"USA","ARIZONA","JOY","JOY","MEH","DESPAIR","DESPAIR",39060,1,4
"543","Female",47,"USA","MINNESOTA","JOY","JOY","MEH","DESPAIR","DESPAIR",50541,2,3
"544","Female",41,"USA","TEXAS","JOY","JOY","MEH","MEH","DESPAIR",46745,2,3
"545","Female",11,"USA","OREGON","JOY","JOY","MEH","JOY","DESPAIR",42974,1,1
"546","Female",28,"USA","ILLINOIS","MEH","JOY","MEH","MEH","MEH",49471,2,2
"547","Female",37,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,3
"548","Male",34,"USA","ILLINOIS","JOY","JOY","MEH","DESPAIR","DESPAIR",49471,2,3
"549","Male",44,"USA","WISCONSIN","MEH","JOY","MEH","MEH","MEH",45617,2,3
"550","Male",48,"USA","PENNSYLVANIA","JOY","JOY","JOY","DESPAIR","MEH",49180,2,3
"551","Female",35,"USA","OHIO","JOY","JOY","MEH","JOY","DESPAIR",43478,1,3
"552","Female",56,"USA","TENNESSEE","JOY","MEH","MEH","MEH","DESPAIR",42069,1,4
"553","Female",31,"USA","OREGON","JOY","DESPAIR","DESPAIR","MEH","DESPAIR",42974,1,3
"554","Male",52,"USA","MISSISSIPPI","JOY","DESPAIR","MEH","MEH","MEH",35444,1,4
"555","Female",50,"USA","MAINE","JOY","JOY","DESPAIR","MEH","DESPAIR",42077,1,3
"556","Female",12,"USA","PENNSYLVANIA","JOY","JOY","MEH","JOY","DESPAIR",49180,2,1
"557","Male",55,"USA","WASHINGTON","JOY","MEH","DESPAIR","DESPAIR","DESPAIR",51146,2,4
"558","Female",40,"USA","OREGON","JOY","MEH","DESPAIR","MEH","DESPAIR",42974,1,3
"559","Male",53,"USA","MASSACHUSETTS","JOY","JOY","MEH","DESPAIR","DESPAIR",61032,3,4
"560","Male",56,"USA","GEORGIA","JOY","JOY","MEH","MEH","DESPAIR",40551,1,4
"561","Female",43,"USA","NEW MEXICO","JOY","JOY","JOY","MEH","DESPAIR",38457,1,3
"562","Male",69,"USA","FLORIDA","JOY","JOY","MEH","DESPAIR","DESPAIR",44101,1,4
"563","Male",8,"USA","OREGON","JOY","JOY","JOY","MEH","MEH",42974,1,1
"564","Male",42,"USA","PENNSYLVANIA","JOY","MEH","MEH","MEH","DESPAIR",49180,2,3
"565","Female",34,"USA","IOWA","JOY","JOY","JOY","MEH","MEH",44971,2,3
"566","Male",50,"USA","TEXAS","JOY","MEH","DESPAIR","DESPAIR","DESPAIR",46745,2,3
"567","Male",44,"USA","TEXAS","JOY","JOY","MEH","DESPAIR","DESPAIR",46745,2,3
"568","Male",40,"USA","OHIO","JOY","JOY","MEH","DESPAIR","DESPAIR",43478,1,3
"569","Male",66,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,4
"570","Female",42,"USA","VERMONT","JOY","MEH","MEH","DESPAIR","DESPAIR",47864,2,3
"571","Male",53,"USA","LOUISIANA","JOY","JOY","JOY","DESPAIR","DESPAIR",43252,1,4
"572","Male",61,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,4
"573","Male",35,"USA","MASSACHUSETTS","JOY","JOY","MEH","DESPAIR","DESPAIR",61032,3,3
"574","Male",55,"USA","NORTH DAKOTA","MEH","MEH","MEH","MEH","DESPAIR",54376,3,4
"575","Male",56,"USA","PENNSYLVANIA","MEH","JOY","MEH","MEH","DESPAIR",49180,2,4
"576","Female",40,"USA","OREGON","JOY","JOY","MEH","DESPAIR","DESPAIR",42974,1,3
"577","Male",54,"USA","MASSACHUSETTS","JOY","JOY","MEH","DESPAIR","DESPAIR",61032,3,4
"578","Female",36,"USA","MARYLAND","MEH","JOY","JOY","DESPAIR","DESPAIR",56127,3,3
"579","Female",63,"USA","MASSACHUSETTS","JOY","JOY","MEH","DESPAIR","DESPAIR",61032,3,4
"580","Female",35,"USA","UTAH","MEH","JOY","MEH","MEH","DESPAIR",39045,1,3
"581","Male",40,"USA","TEXAS","JOY","JOY","MEH","MEH","DESPAIR",46745,2,3
"582","Male",56,"USA","MASSACHUSETTS","JOY","JOY","MEH","DESPAIR","DESPAIR",61032,3,4
"583","Male",49,"USA","MINNESOTA","MEH","MEH","MEH","MEH","DESPAIR",50541,2,3
"584","Female",53,"USA","TEXAS","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR",46745,2,4
"585","Female",44,"USA","OREGON","JOY","JOY","JOY","DESPAIR","DESPAIR",42974,1,3
"586","Female",62,"USA","MINNESOTA","JOY","JOY","MEH","DESPAIR","DESPAIR",50541,2,4
"587","Male",42,"USA","VIRGINIA","JOY","DESPAIR","DESPAIR","JOY","DESPAIR",52136,2,3
"588","Male",40,"USA","TEXAS","DESPAIR","MEH","MEH","MEH","DESPAIR",46745,2,3
"589","Male",46,"USA","MICHIGAN","JOY","JOY","MEH","MEH","DESPAIR",42427,1,3
"590","Female",51,"USA","WASHINGTON","JOY","MEH","MEH","DESPAIR","DESPAIR",51146,2,4
"591","Male",43,"USA","CALIFORNIA","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR",52651,2,3
"592","Male",42,"USA","OREGON","JOY","JOY","MEH","DESPAIR","DESPAIR",42974,1,3
"593","Male",52,"USA","MICHIGAN","JOY","JOY","MEH","MEH","MEH",42427,1,4
"594","Male",58,"USA","WASHINGTON","JOY","JOY","MEH","DESPAIR","DESPAIR",51146,2,4
"595","Male",41,"USA","WASHINGTON","JOY","JOY","MEH","DESPAIR","DESPAIR",51146,2,3
"596","Female",37,"USA","TEXAS","JOY","MEH","MEH","DESPAIR","DESPAIR",46745,2,3
"597","Female",36,"USA","NEW YORK","JOY","JOY","MEH","DESPAIR","DESPAIR",57705,3,3
"598","Male",37,"USA","COLORADO","JOY","JOY","MEH","MEH","MEH",50410,2,3
"599","Male",43,"USA","NORTH DAKOTA","JOY","JOY","MEH","DESPAIR","DESPAIR",54376,3,3
"600","Male",61,"USA","TEXAS","JOY","JOY","MEH","DESPAIR","DESPAIR",46745,2,4
"601","Female",54,"USA","WASHINGTON","JOY","MEH","MEH","MEH","DESPAIR",51146,2,4
"602","Male",50,"USA","CALIFORNIA","JOY","MEH","MEH","MEH","MEH",52651,2,3
"603","Male",34,"USA","MASSACHUSETTS","JOY","JOY","MEH","MEH","DESPAIR",61032,3,3
"604","Male",56,"USA","CALIFORNIA","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR",52651,2,4
"605","Female",32,"USA","MARYLAND","JOY","JOY","MEH","DESPAIR","DESPAIR",56127,3,3
"606","Female",28,"USA","ARIZONA","JOY","JOY","MEH","DESPAIR","DESPAIR",39060,1,2
"607","Male",40,"USA","TEXAS","JOY","DESPAIR","MEH","DESPAIR","DESPAIR",46745,2,3
"608","Female",45,"USA","OHIO","JOY","JOY","DESPAIR","DESPAIR","DESPAIR",43478,1,3
"609","Female",45,"USA","MISSISSIPPI","JOY","DESPAIR","MEH","DESPAIR","DESPAIR",35444,1,3
"610","Female",53,"USA","TEXAS","JOY","JOY","JOY","MEH","DESPAIR",46745,2,4
"611","Female",50,"USA","FLORIDA","JOY","JOY","MEH","MEH","DESPAIR",44101,1,3
"612","Male",34,"USA","OREGON","MEH","JOY","MEH","JOY","MEH",42974,1,3
"613","Female",27,"USA","CALIFORNIA","JOY","JOY","MEH","MEH","DESPAIR",52651,2,2
"614","Female",62,"USA","NORTH CAROLINA","JOY","JOY","MEH","DESPAIR","DESPAIR",40656,1,4
"615","Male",45,"USA","NEW YORK","JOY","MEH","MEH","MEH","DESPAIR",57705,3,3
